Hero1, Hero2, Win, Loss, Draw, Games, Win%
"Kano, Dracai of Aether","Levia, Shadowborn Abomination",1,0,0,1,100.00%
"Kano, Dracai of Aether","Uzuri, Switchblade",7,1,0,8,87.50%
"Kano, Dracai of Aether","Viserai, Rune Blood",2,0,0,2,100.00%
"Kano, Dracai of Aether","Iyslander, Stormbind",0,1,0,1,0.00%
"Kano, Dracai of Aether","Ser Boltyn, Breaker of Dawn",1,1,0,2,50.00%
"Kano, Dracai of Aether","Azalea, Ace in the Hole",3,3,0,6,50.00%
"Kano, Dracai of Aether","Briar, Warden of Thorns",1,1,0,2,50.00%
"Kano, Dracai of Aether","Bravo, Showstopper",3,2,0,5,60.00%
"Kano, Dracai of Aether","Arakni, Huntsman",0,1,0,1,0.00%
"Kano, Dracai of Aether","Fai, Rising Rebellion",3,1,0,4,75.00%
"Kano, Dracai of Aether","Lexi, Livewire",4,10,0,14,28.57%
"Kano, Dracai of Aether","Rhinar, Reckless Rampage",2,1,0,3,66.67%
"Kano, Dracai of Aether",CLEANTOTAL,45,-,-,95,47.37%
"Kano, Dracai of Aether",TOTAL,45,-,-,95,47.37%
"Dash, Inventor Extraordinaire",,0,0,0,0,-
"Dash, Inventor Extraordinaire",Dorinthea Ironsong,3,4,1,8,37.50%
"Dash, Inventor Extraordinaire","Dromai, Ash Artist",9,15,2,26,34.62%
"Dash, Inventor Extraordinaire","Riptide, Lurker of the Deep",1,0,0,1,100.00%
"Dash, Inventor Extraordinaire","Kano, Dracai of Aether",3,2,0,5,60.00%
"Dash, Inventor Extraordinaire","Dash, Inventor Extraordinaire",8,8,0,16,50.00%
"Dash, Inventor Extraordinaire","Katsu, the Wanderer",5,8,0,13,38.46%
"Dash, Inventor Extraordinaire","Oldhim, Grandfather of Eternity",18,13,1,32,56.25%
"Dash, Inventor Extraordinaire","Levia, Shadowborn Abomination",0,1,0,1,0.00%
"Dash, Inventor Extraordinaire","Uzuri, Switchblade",6,4,1,11,54.55%
"Dash, Inventor Extraordinaire","Viserai, Rune Blood",2,7,0,9,22.22%
"Dash, Inventor Extraordinaire","Iyslander, Stormbind",5,6,0,11,45.45%
"Dash, Inventor Extraordinaire","Ser Boltyn, Breaker of Dawn",0,4,0,4,0.00%
"Dash, Inventor Extraordinaire","Azalea, Ace in the Hole",3,8,0,11,27.27%
"Dash, Inventor Extraordinaire","Briar, Warden of Thorns",4,7,0,11,36.36%
"Dash, Inventor Extraordinaire","Bravo, Showstopper",8,8,0,16,50.00%
"Dash, Inventor Extraordinaire","Arakni, Huntsman",1,1,0,2,50.00%
"Dash, Inventor Extraordinaire","Fai, Rising Rebellion",5,5,0,10,50.00%
"Dash, Inventor Extraordinaire","Lexi, Livewire",19,29,0,48,39.58%
"Dash, Inventor Extraordinaire","Rhinar, Reckless Rampage",1,1,0,2,50.00%
"Dash, Inventor Extraordinaire",CLEANTOTAL,93,-,-,221,42.08%
"Dash, Inventor Extraordinaire",TOTAL,101,-,-,237,42.62%
"Katsu, the Wanderer",,0,0,0,0,-
"Katsu, the Wanderer",Dorinthea Ironsong,3,4,0,7,42.86%
"Katsu, the Wanderer","Dromai, Ash Artist",17,13,0,30,56.67%
"Katsu, the Wanderer","Riptide, Lurker of the Deep",1,1,0,2,50.00%
"Katsu, the Wanderer","Kano, Dracai of Aether",7,3,0,10,70.00%
"Katsu, the Wanderer","Dash, Inventor Extraordinaire",8,5,0,13,61.54%
"Katsu, the Wanderer","Katsu, the Wanderer",8,8,0,16,50.00%
"Katsu, the Wanderer","Oldhim, Grandfather of Eternity",7,15,0,22,31.82%
"Katsu, the Wanderer","Levia, Shadowborn Abomination",1,0,0,1,100.00%
"Katsu, the Wanderer","Uzuri, Switchblade",3,9,0,12,25.00%
"Katsu, the Wanderer","Viserai, Rune Blood",4,11,0,15,26.67%
"Katsu, the Wanderer","Iyslander, Stormbind",5,3,0,8,62.50%
"Katsu, the Wanderer","Ser Boltyn, Breaker of Dawn",1,0,0,1,100.00%
"Katsu, the Wanderer","Azalea, Ace in the Hole",7,9,0,16,43.75%
"Katsu, the Wanderer","Briar, Warden of Thorns",8,13,0,21,38.10%
"Katsu, the Wanderer","Bravo, Showstopper",8,7,0,15,53.33%
"Katsu, the Wanderer","Arakni, Huntsman",1,1,0,2,50.00%
"Katsu, the Wanderer","Fai, Rising Rebellion",4,8,0,12,33.33%
"Katsu, the Wanderer","Lexi, Livewire",25,33,0,58,43.10%
"Katsu, the Wanderer","Rhinar, Reckless Rampage",3,1,0,4,75.00%
"Katsu, the Wanderer",CLEANTOTAL,113,-,-,249,45.38%
"Katsu, the Wanderer",TOTAL,121,-,-,265,45.66%
"Oldhim, Grandfather of Eternity",,0,0,0,0,-
"Oldhim, Grandfather of Eternity",Dorinthea Ironsong,8,1,1,10,80.00%
"Oldhim, Grandfather of Eternity","Dromai, Ash Artist",39,15,5,59,66.10%
"Oldhim, Grandfather of Eternity","Riptide, Lurker of the Deep",2,0,0,2,100.00%
"Oldhim, Grandfather of Eternity","Kano, Dracai of Aether",5,6,0,11,45.45%
"Oldhim, Grandfather of Eternity","Dash, Inventor Extraordinaire",13,18,1,32,40.62%
"Oldhim, Grandfather of Eternity","Katsu, the Wanderer",15,7,0,22,68.18%
"Oldhim, Grandfather of Eternity","Oldhim, Grandfather of Eternity",34,34,2,70,48.57%
"Oldhim, Grandfather of Eternity","Levia, Shadowborn Abomination",1,0,0,1,100.00%
"Oldhim, Grandfather of Eternity","Uzuri, Switchblade",14,4,3,21,66.67%
"Oldhim, Grandfather of Eternity","Viserai, Rune Blood",15,4,0,19,78.95%
"Oldhim, Grandfather of Eternity","Iyslander, Stormbind",5,8,0,13,38.46%
"Oldhim, Grandfather of Eternity","Ser Boltyn, Breaker of Dawn",1,1,1,3,33.33%
"Oldhim, Grandfather of Eternity","Azalea, Ace in the Hole",18,10,1,29,62.07%
"Oldhim, Grandfather of Eternity","Briar, Warden of Thorns",12,11,1,24,50.00%
"Oldhim, Grandfather of Eternity","Bravo, Showstopper",16,4,0,20,80.00%
"Oldhim, Grandfather of Eternity","Arakni, Huntsman",4,0,0,4,100.00%
"Oldhim, Grandfather of Eternity","Fai, Rising Rebellion",6,9,0,15,40.00%
"Oldhim, Grandfather of Eternity","Lexi, Livewire",57,38,7,102,55.88%
"Oldhim, Grandfather of Eternity","Rhinar, Reckless Rampage",1,1,0,2,50.00%
"Oldhim, Grandfather of Eternity",CLEANTOTAL,232,-,-,389,59.64%
"Oldhim, Grandfather of Eternity",TOTAL,266,-,-,459,57.95%
"Levia, Shadowborn Abomination",,0,0,0,0,-
"Levia, Shadowborn Abomination",Dorinthea Ironsong,0,2,0,2,0.00%
"Levia, Shadowborn Abomination","Dromai, Ash Artist",2,0,0,2,100.00%
"Levia, Shadowborn Abomination","Riptide, Lurker of the Deep",0,0,0,0,-
"Levia, Shadowborn Abomination","Kano, Dracai of Aether",0,1,0,1,0.00%
"Levia, Shadowborn Abomination","Dash, Inventor Extraordinaire",1,0,0,1,100.00%
"Levia, Shadowborn Abomination","Katsu, the Wanderer",0,1,0,1,0.00%
"Levia, Shadowborn Abomination","Oldhim, Grandfather of Eternity",0,1,0,1,0.00%
"Levia, Shadowborn Abomination","Levia, Shadowborn Abomination",1,1,0,2,50.00%
"Levia, Shadowborn Abomination","Uzuri, Switchblade",0,0,0,0,-
"Levia, Shadowborn Abomination","Viserai, Rune Blood",0,2,0,2,0.00%
"Levia, Shadowborn Abomination","Iyslander, Stormbind",0,0,0,0,-
"Levia, Shadowborn Abomination","Ser Boltyn, Breaker of Dawn",0,0,0,0,-
"Levia, Shadowborn Abomination","Azalea, Ace in the Hole",0,0,0,0,-
"Levia, Shadowborn Abomination","Briar, Warden of Thorns",0,0,0,0,-
"Levia, Shadowborn Abomination","Bravo, Showstopper",0,0,0,0,-
"Levia, Shadowborn Abomination","Arakni, Huntsman",0,0,0,0,-
"Levia, Shadowborn Abomination","Fai, Rising Rebellion",0,0,0,0,-
"Levia, Shadowborn Abomination","Lexi, Livewire",0,3,0,3,0.00%
"Levia, Shadowborn Abomination","Rhinar, Reckless Rampage",0,0,0,0,-
"Levia, Shadowborn Abomination",CLEANTOTAL,3,-,-,13,23.08%
"Levia, Shadowborn Abomination",TOTAL,4,-,-,15,26.67%
"Uzuri, Switchblade",,0,0,0,0,-
"Uzuri, Switchblade",Dorinthea Ironsong,3,3,1,7,42.86%
"Uzuri, Switchblade","Dromai, Ash Artist",5,24,3,32,15.62%
"Uzuri, Switchblade","Riptide, Lurker of the Deep",0,0,1,1,0.00%
"Uzuri, Switchblade","Kano, Dracai of Aether",1,7,0,8,12.50%
"Uzuri, Switchblade","Dash, Inventor Extraordinaire",4,6,1,11,36.36%
"Uzuri, Switchblade","Katsu, the Wanderer",9,3,0,12,75.00%
"Uzuri, Switchblade","Oldhim, Grandfather of Eternity",4,14,3,21,19.05%
"Uzuri, Switchblade","Levia, Shadowborn Abomination",0,0,0,0,-
"Uzuri, Switchblade","Uzuri, Switchblade",4,4,0,8,50.00%
"Uzuri, Switchblade","Viserai, Rune Blood",2,12,0,14,14.29%
"Uzuri, Switchblade","Iyslander, Stormbind",3,2,0,5,60.00%
"Uzuri, Switchblade","Ser Boltyn, Breaker of Dawn",1,0,0,1,100.00%
"Uzuri, Switchblade","Azalea, Ace in the Hole",7,4,0,11,63.64%
"Uzuri, Switchblade","Briar, Warden of Thorns",6,4,0,10,60.00%
"Uzuri, Switchblade","Bravo, Showstopper",4,5,0,9,44.44%
"Uzuri, Switchblade","Arakni, Huntsman",0,1,0,1,0.00%
"Uzuri, Switchblade","Fai, Rising Rebellion",5,5,0,10,50.00%
"Uzuri, Switchblade","Lexi, Livewire",25,21,1,47,53.19%
"Uzuri, Switchblade","Rhinar, Reckless Rampage",3,3,0,6,50.00%
"Uzuri, Switchblade",CLEANTOTAL,82,-,-,206,39.81%
"Uzuri, Switchblade",TOTAL,86,-,-,214,40.19%
"Viserai, Rune Blood",,0,0,0,0,-
"Viserai, Rune Blood",Dorinthea Ironsong,2,5,0,7,28.57%
"Viserai, Rune Blood","Dromai, Ash Artist",27,12,0,39,69.23%
"Viserai, Rune Blood","Riptide, Lurker of the Deep",0,0,0,0,-
"Viserai, Rune Blood","Kano, Dracai of Aether",0,2,0,2,0.00%
"Viserai, Rune Blood","Dash, Inventor Extraordinaire",7,2,0,9,77.78%
"Viserai, Rune Blood","Katsu, the Wanderer",11,4,0,15,73.33%
"Viserai, Rune Blood","Oldhim, Grandfather of Eternity",4,15,0,19,21.05%
"Viserai, Rune Blood","Levia, Shadowborn Abomination",2,0,0,2,100.00%
"Viserai, Rune Blood","Uzuri, Switchblade",12,2,0,14,85.71%
"Viserai, Rune Blood","Viserai, Rune Blood",11,11,0,22,50.00%
"Viserai, Rune Blood","Iyslander, Stormbind",0,6,0,6,0.00%
"Viserai, Rune Blood","Ser Boltyn, Breaker of Dawn",2,2,0,4,50.00%
"Viserai, Rune Blood","Azalea, Ace in the Hole",3,9,0,12,25.00%
"Viserai, Rune Blood","Briar, Warden of Thorns",4,7,0,11,36.36%
"Viserai, Rune Blood","Bravo, Showstopper",9,7,0,16,56.25%
"Viserai, Rune Blood","Arakni, Huntsman",0,1,0,1,0.00%
"Viserai, Rune Blood","Fai, Rising Rebellion",5,4,0,9,55.56%
"Viserai, Rune Blood","Lexi, Livewire",12,35,0,47,25.53%
"Viserai, Rune Blood","Rhinar, Reckless Rampage",2,0,0,2,100.00%
"Viserai, Rune Blood",CLEANTOTAL,102,-,-,215,47.44%
"Viserai, Rune Blood",TOTAL,113,-,-,237,47.68%
"Iyslander, Stormbind",,0,0,0,0,-
"Iyslander, Stormbind",Dorinthea Ironsong,1,0,0,1,100.00%
"Iyslander, Stormbind","Dromai, Ash Artist",7,5,2,14,50.00%
"Iyslander, Stormbind","Riptide, Lurker of the Deep",0,0,0,0,-
"Iyslander, Stormbind","Kano, Dracai of Aether",1,0,0,1,100.00%
"Iyslander, Stormbind","Dash, Inventor Extraordinaire",6,5,0,11,54.55%
"Iyslander, Stormbind","Katsu, the Wanderer",3,5,0,8,37.50%
"Iyslander, Stormbind","Oldhim, Grandfather of Eternity",8,5,0,13,61.54%
"Iyslander, Stormbind","Levia, Shadowborn Abomination",0,0,0,0,-
"Iyslander, Stormbind","Uzuri, Switchblade",2,3,0,5,40.00%
"Iyslander, Stormbind","Viserai, Rune Blood",6,0,0,6,100.00%
"Iyslander, Stormbind","Iyslander, Stormbind",3,3,0,6,50.00%
"Iyslander, Stormbind","Ser Boltyn, Breaker of Dawn",2,0,0,2,100.00%
"Iyslander, Stormbind","Azalea, Ace in the Hole",0,1,0,1,0.00%
"Iyslander, Stormbind","Briar, Warden of Thorns",4,2,0,6,66.67%
"Iyslander, Stormbind","Bravo, Showstopper",3,2,0,5,60.00%
"Iyslander, Stormbind","Arakni, Huntsman",0,0,0,0,-
"Iyslander, Stormbind","Fai, Rising Rebellion",3,0,0,3,100.00%
"Iyslander, Stormbind","Lexi, Livewire",6,15,0,21,28.57%
"Iyslander, Stormbind","Rhinar, Reckless Rampage",0,0,0,0,-
"Iyslander, Stormbind",CLEANTOTAL,52,-,-,97,53.61%
"Iyslander, Stormbind",TOTAL,55,-,-,103,53.40%
"Ser Boltyn, Breaker of Dawn",,0,0,0,0,-
"Ser Boltyn, Breaker of Dawn",Dorinthea Ironsong,0,0,0,0,-
"Ser Boltyn, Breaker of Dawn","Dromai, Ash Artist",2,4,0,6,33.33%
"Ser Boltyn, Breaker of Dawn","Riptide, Lurker of the Deep",0,0,0,0,-
"Ser Boltyn, Breaker of Dawn","Kano, Dracai of Aether",1,1,0,2,50.00%
"Ser Boltyn, Breaker of Dawn","Dash, Inventor Extraordinaire",4,0,0,4,100.00%
"Ser Boltyn, Breaker of Dawn","Katsu, the Wanderer",0,1,0,1,0.00%
"Ser Boltyn, Breaker of Dawn","Oldhim, Grandfather of Eternity",1,1,1,3,33.33%
"Ser Boltyn, Breaker of Dawn","Levia, Shadowborn Abomination",0,0,0,0,-
"Ser Boltyn, Breaker of Dawn","Uzuri, Switchblade",0,1,0,1,0.00%
"Ser Boltyn, Breaker of Dawn","Viserai, Rune Blood",2,2,0,4,50.00%
"Ser Boltyn, Breaker of Dawn","Iyslander, Stormbind",0,2,0,2,0.00%
"Ser Boltyn, Breaker of Dawn","Ser Boltyn, Breaker of Dawn",0,0,0,0,-
"Ser Boltyn, Breaker of Dawn","Azalea, Ace in the Hole",2,3,0,5,40.00%
"Ser Boltyn, Breaker of Dawn","Briar, Warden of Thorns",5,3,0,8,62.50%
"Ser Boltyn, Breaker of Dawn","Bravo, Showstopper",1,1,0,2,50.00%
"Ser Boltyn, Breaker of Dawn","Arakni, Huntsman",1,0,0,1,100.00%
"Ser Boltyn, Breaker of Dawn","Fai, Rising Rebellion",0,1,0,1,0.00%
"Ser Boltyn, Breaker of Dawn","Lexi, Livewire",4,9,1,14,28.57%
"Ser Boltyn, Breaker of Dawn","Rhinar, Reckless Rampage",1,0,0,1,100.00%
"Ser Boltyn, Breaker of Dawn",CLEANTOTAL,24,-,-,55,43.64%
"Ser Boltyn, Breaker of Dawn",TOTAL,24,-,-,55,43.64%
"Azalea, Ace in the Hole",,0,0,0,0,-
"Azalea, Ace in the Hole",Dorinthea Ironsong,7,2,0,9,77.78%
"Azalea, Ace in the Hole","Dromai, Ash Artist",18,31,0,49,36.73%
"Azalea, Ace in the Hole","Riptide, Lurker of the Deep",1,0,0,1,100.00%
"Azalea, Ace in the Hole","Kano, Dracai of Aether",3,3,0,6,50.00%
"Azalea, Ace in the Hole","Dash, Inventor Extraordinaire",8,3,0,11,72.73%
"Azalea, Ace in the Hole","Katsu, the Wanderer",9,7,0,16,56.25%
"Azalea, Ace in the Hole","Oldhim, Grandfather of Eternity",10,18,1,29,34.48%
"Azalea, Ace in the Hole","Levia, Shadowborn Abomination",0,0,0,0,-
"Azalea, Ace in the Hole","Uzuri, Switchblade",4,7,0,11,36.36%
"Azalea, Ace in the Hole","Viserai, Rune Blood",9,3,0,12,75.00%
"Azalea, Ace in the Hole","Iyslander, Stormbind",1,0,0,1,100.00%
"Azalea, Ace in the Hole","Ser Boltyn, Breaker of Dawn",3,2,0,5,60.00%
"Azalea, Ace in the Hole","Azalea, Ace in the Hole",7,7,0,14,50.00%
"Azalea, Ace in the Hole","Briar, Warden of Thorns",7,9,0,16,43.75%
"Azalea, Ace in the Hole","Bravo, Showstopper",4,9,1,14,28.57%
"Azalea, Ace in the Hole","Arakni, Huntsman",0,2,0,2,0.00%
"Azalea, Ace in the Hole","Fai, Rising Rebellion",3,6,0,9,33.33%
"Azalea, Ace in the Hole","Lexi, Livewire",37,29,0,66,56.06%
"Azalea, Ace in the Hole","Rhinar, Reckless Rampage",4,1,0,5,80.00%
"Azalea, Ace in the Hole",CLEANTOTAL,128,-,-,262,48.85%
"Azalea, Ace in the Hole",TOTAL,135,-,-,276,48.91%
"Briar, Warden of Thorns",,1,0,0,1,100.00%
"Briar, Warden of Thorns",Dorinthea Ironsong,2,1,0,3,66.67%
"Briar, Warden of Thorns","Dromai, Ash Artist",13,18,0,31,41.94%
"Briar, Warden of Thorns","Riptide, Lurker of the Deep",2,0,0,2,100.00%
"Briar, Warden of Thorns","Kano, Dracai of Aether",1,1,0,2,50.00%
"Briar, Warden of Thorns","Dash, Inventor Extraordinaire",7,4,0,11,63.64%
"Briar, Warden of Thorns","Katsu, the Wanderer",13,8,0,21,61.90%
"Briar, Warden of Thorns","Oldhim, Grandfather of Eternity",11,12,1,24,45.83%
"Briar, Warden of Thorns","Levia, Shadowborn Abomination",0,0,0,0,-
"Briar, Warden of Thorns","Uzuri, Switchblade",4,6,0,10,40.00%
"Briar, Warden of Thorns","Viserai, Rune Blood",7,4,0,11,63.64%
"Briar, Warden of Thorns","Iyslander, Stormbind",2,4,0,6,33.33%
"Briar, Warden of Thorns","Ser Boltyn, Breaker of Dawn",3,5,0,8,37.50%
"Briar, Warden of Thorns","Azalea, Ace in the Hole",9,7,0,16,56.25%
"Briar, Warden of Thorns","Briar, Warden of Thorns",7,7,0,14,50.00%
"Briar, Warden of Thorns","Bravo, Showstopper",10,6,0,16,62.50%
"Briar, Warden of Thorns","Arakni, Huntsman",1,0,0,1,100.00%
"Briar, Warden of Thorns","Fai, Rising Rebellion",7,1,0,8,87.50%
"Briar, Warden of Thorns","Lexi, Livewire",20,39,0,59,33.90%
"Briar, Warden of Thorns","Rhinar, Reckless Rampage",0,0,0,0,-
"Briar, Warden of Thorns",CLEANTOTAL,113,-,-,230,49.13%
"Briar, Warden of Thorns",TOTAL,120,-,-,244,49.18%
"Bravo, Showstopper",,0,0,0,0,-
"Bravo, Showstopper",Dorinthea Ironsong,2,3,0,5,40.00%
"Bravo, Showstopper","Dromai, Ash Artist",16,9,2,27,59.26%
"Bravo, Showstopper","Riptide, Lurker of the Deep",1,1,0,2,50.00%
"Bravo, Showstopper","Kano, Dracai of Aether",2,3,0,5,40.00%
"Bravo, Showstopper","Dash, Inventor Extraordinaire",8,8,0,16,50.00%
"Bravo, Showstopper","Katsu, the Wanderer",7,8,0,15,46.67%
"Bravo, Showstopper","Oldhim, Grandfather of Eternity",4,16,0,20,20.00%
"Bravo, Showstopper","Levia, Shadowborn Abomination",0,0,0,0,-
"Bravo, Showstopper","Uzuri, Switchblade",5,4,0,9,55.56%
"Bravo, Showstopper","Viserai, Rune Blood",7,9,0,16,43.75%
"Bravo, Showstopper","Iyslander, Stormbind",2,3,0,5,40.00%
"Bravo, Showstopper","Ser Boltyn, Breaker of Dawn",1,1,0,2,50.00%
"Bravo, Showstopper","Azalea, Ace in the Hole",9,4,1,14,64.29%
"Bravo, Showstopper","Briar, Warden of Thorns",6,10,0,16,37.50%
"Bravo, Showstopper","Bravo, Showstopper",5,5,0,10,50.00%
"Bravo, Showstopper","Arakni, Huntsman",1,0,0,1,100.00%
"Bravo, Showstopper","Fai, Rising Rebellion",6,3,0,9,66.67%
"Bravo, Showstopper","Lexi, Livewire",25,25,0,50,50.00%
"Bravo, Showstopper","Rhinar, Reckless Rampage",0,1,0,1,0.00%
"Bravo, Showstopper",CLEANTOTAL,102,-,-,213,47.89%
"Bravo, Showstopper",TOTAL,107,-,-,223,47.98%
"Arakni, Huntsman",,0,0,0,0,-
"Arakni, Huntsman",Dorinthea Ironsong,0,0,0,0,-
"Arakni, Huntsman","Dromai, Ash Artist",1,2,0,3,33.33%
"Arakni, Huntsman","Riptide, Lurker of the Deep",0,0,0,0,-
"Arakni, Huntsman","Kano, Dracai of Aether",1,0,0,1,100.00%
"Arakni, Huntsman","Dash, Inventor Extraordinaire",1,1,0,2,50.00%
"Arakni, Huntsman","Katsu, the Wanderer",1,1,0,2,50.00%
"Arakni, Huntsman","Oldhim, Grandfather of Eternity",0,4,0,4,0.00%
"Arakni, Huntsman","Levia, Shadowborn Abomination",0,0,0,0,-
